distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
6930,3480.9892,4553.57378,6743.84964,48201.0603,60958.8581,34463.98212,RE-9,1650,IT-E,53138,,6609,9957,1576,21.61059805175345
6234,1264.2326,30484.57545,33503.05526,68557.2668,43564.8593,13010.16813,RE-1,3501,IT-E,72754,27539.036,25626,22001,1520,9.928084669799356
7241,12134.3905,24063.786930000002,41949.11548,19693.8492,38937.2257,9324.520629999999,RE-A,1955,IT-1,39407,30409.264,756,11750,919,-47.48131870892407
3913,13518.0976,30949.252010000004,33608.35508,40400.3688,33960.0539,27129.51481,RE-5,3292,IT-4,54721,40154.968,24991,22267,1525,48.15897471343492
3206,17468.0139,11975.47163,5374.7225,50282.9101,46903.1782,37567.19328,RE-E,4042,IT-4,49262,33080.837999999996,1590,19471,1604,32.37205687819509
5655,15092.2483,3920.99239,48694.460080000004,44296.9929,34291.5951,25621.64561,RE-3,2613,IT-B,11957,20284.748,23868,15954,1667,-2.0683260880379564
7042,2695.3147,8594.99892,25764.924580000003,16625.0223,45998.1283,32784.19334,RE-B,4123,IT-12,81936,25889.335,770,4128,1351,12.598514720778933
4311,17910.5335,16098.021980000001,38226.135089999996,43541.3791,41531.0912,41480.862539999995,RE-D,4577,IT-C,33203,22217.843999999997,26019,20187,1308,24.087231365260173
6042,15277.8282,14565.68869,60154.8609,45660.6501,47932.9324,52108.07492,RE-2,2507,IT-9,28084,27634.495,20731,17674,926,-0.12554652608253747
5736,16008.2474,2483.8003,20499.034030000003,32723.636000000002,32741.7749,36774.635180000005,RE-C,1634,IT-10,62341,22595.27,32801,23676,1726,63.385624185057004
6758,14986.335,37486.140810000004,11069.91515,44099.0311,20007.2553,26766.9675,RE-11,1012,IT-E,61776,24125.082000000002,25814,12130,1488,41.0277938825602
3797,11133.9642,23502.64518,58867.044579999994,52565.8161,14824.3503,45009.81059,RE-3,4878,IT-1,27414,,5294,21605,1175,-24.72307562672308
3586,2582.0747,15577.580219999998,56638.74915,24081.277000000002,34234.3773,18710.91561,RE-E,4482,IT-3,61077,20942.593999999997,1851,14973,1151,-42.23719249703075
2707,4408.5152,33536.50707,32142.15778,16727.9277,33464.3175,38827.66214,RE-6,2919,IT-2,70699,13375.167,13567,16366,1616,6.947758829168601
7440,16765.0968,24620.50117,13722.163509999998,48929.0611,42118.4179,26659.68138,RE-8,4324,IT-12,64028,17724.248,6058,22805,1592,30.602016541375068
6622,16117.185,37207.3844,2289.42313,24099.8489,55515.3797,31108.14558,RE-0,2329,IT-B,34550,29895.127,34574,12389,1230,72.34859799753363
3427,18505.5114,4261.54599,13330.07279,45469.5619,15736.9661,53702.94312999999,RE-E,3488,IT-11,84031,30902.438,10508,22219,985,44.3284095058736
8159,11891.0711,1627.70555,55378.13639,34631.1073,34216.6879,19662.42679,RE-C,2180,IT-4,67354,21257.705,32867,16223,1178,-4.022124331706594
6200,15285.4843,37478.01088,50878.62703,54112.8474,50518.2538,31942.45669,RE-C,1210,IT-8,61078,27081.487,19907,17576,1448,50.96363911590474
5925,15075.1298,3774.9044200000003,3320.4360100000004,53474.8029,31852.2139,19427.141509999998,RE-A,612,IT-8,28526,26415.905,17866,11835,910,-46.014089778824776
7815,11594.2489,4605.05641,13331.69103,44882.4108,41266.1449,15808.85076,RE-9,3002,IT-D,39077,18794.776,12482,18918,1358,-19.01003038739505
7744,7361.7288,18393.93085,5798.8944200000005,16109.4907,21733.1857,48865.82165,RE-7,2664,IT-F,22534,25737.932999999997,32131,10195,1355,7.522978463280992
3464,6190.291,7934.19543,33599.00523,48649.1405,35069.7023,52935.709969999996,RE-7,3948,IT-0,59425,30548.305,17935,14022,1123,-7.383491263293108
6026,16917.2774,24539.90376,9073.62258,31448.6858,51916.8281,21640.29815,RE-9,1409,IT-10,36286,24396.428,16990,11990,1133,-8.990020898990126
5663,14621.2788,15413.6668,34797.00677,46871.3132,37652.7639,45332.7789,RE-E,858,IT-9,58833,25468.602000000003,32416,14886,1327,29.655044842213286
5334,3066.4035,30323.167889999997,15950.81124,51563.7263,34383.7637,25042.58635,RE-6,4136,IT-4,52552,43792.094000000005,20932,14111,1236,-1.6666396256693563
5157,15769.0233,10024.71219,32674.74988,32389.2605,30583.3102,29124.14577,RE-2,1713,IT-12,29697,21814.155,13458,11074,1186,6.806198586071407
4374,9382.9925,36505.96358,45593.42786,30145.7308,39114.352999999996,26042.94169,RE-F,857,IT-3,55959,23834.273999999998,14679,13761,1230,-13.871607615203063
5514,11955.8038,17521.67484,17039.853180000002,49274.7337,44373.3603,39681.93233,RE-10,3343,IT-D,41868,32028.981,12029,13652,1262,9.897480320658865
4456,1694.6178,3557.4823,5788.2867,58772.6932,37494.4174,38303.700410000005,RE-11,1844,IT-C,68532,,21048,10409,1518,-3.937101889661325
5551,11330.3298,27377.348489999997,28141.897310000004,28163.5835,34437.1109,45004.99413,RE-6,4245,IT-1,76648,29750.612,21945,16069,1269,30.61463503836341
5910,16433.0531,24761.63176,59727.69474,44751.9961,50253.7327,29954.6098,RE-3,1306,IT-7,61214,25402.115,9797,19715,1980,-1369.6596257345511
4286,2777.4581,16953.13753,27880.34077,39161.0796,32025.8022,29869.0896,RE-3,2126,IT-13,48648,,10716,19397,1543,122.5245248456403
7832,10448.9591,38638.015889999995,27744.53502,45899.4337,49311.2059,27626.39583,RE-7,4787,IT-2,46193,24481.807,27655,19146,1562,1.3982285600726945
6612,14269.0347,18523.194359999998,14841.603000000001,61842.7227,29503.8971,46443.9989,RE-10,3051,IT-13,59270,30070.488999999998,28522,8349,1669,49.51643571167338
3086,4297.3201,4760.621279999999,31074.12762,38413.8124,31552.6355,19599.01283,RE-A,492,IT-9,19457,21187.679,33538,21544,1299,-29.64796792641657
4559,1922.6898,43090.814739999994,22621.90935,51912.5065,29705.1958,23957.60556,RE-A,903,IT-3,49586,19384.343999999997,34405,17560,1333,-18.531480327353307
4870,14722.2867,36990.458439999995,49770.98601,44445.5689,34445.6388,25050.09631,RE-10,4736,IT-5,32700,25504.027000000002,8043,18036,1608,7.58088892804429
4836,16229.0133,28769.720419999998,5565.77862,50585.1294,37270.9632,25973.24849,RE-2,3204,IT-12,22211,38215.395,27792,13759,990,4.724878744625245
7038,8682.8128,42284.26332,53328.8223,43773.7797,37877.4451,25316.47109,RE-5,2177,IT-B,37837,33115.312999999995,29598,18089,1592,28.264464919901567
7192,8619.4914,39169.97477,52597.68196,31001.14,45350.8109,37742.73609,RE-6,1033,IT-11,55889,22344.634,3716,14905,1914,45.81838806958982
4657,8234.3131,31758.946439999996,27238.77645,22484.3999,29718.595,31333.47028,RE-D,2820,IT-11,54357,26126.472,2360,21094,1004,-14.661100970528274
7820,1688.8835,8746.279709999999,34399.50208,51939.5618,45502.2264,33493.39303,RE-3,3903,IT-10,3690,32219.371,15723,20459,1353,-10.8833657625149
5016,16433.6261,3607.06982,24419.92266,32539.6096,44779.1901,40424.91089,RE-A,4459,IT-5,59901,15464.768999999998,10011,14011,1931,35.181235900210716
6472,9895.709,20766.057969999998,25323.540090000002,52509.3859,30141.214,36023.46167,RE-5,1730,IT-6,53075,,13379,15122,1030,-44.990915629276316
1964,18032.2812,42589.61099,47213.73059,43020.169,29204.8225,33036.86795,RE-10,3702,IT-4,64677,33823.5,14925,7881,1108,4.428693285527888
5884,3142.0975,32716.031839999996,49174.85607,51382.9074,26592.7301,28985.07641,RE-9,3735,IT-3,65857,25658.237999999998,29783,21104,1051,16.62708158321296
4945,5747.5006,31461.39029,46477.49677,47450.388,32268.5001,43143.13766,RE-8,2696,IT-B,70868,,9444,6984,825,-26.05057256740396
1709,8477.9064,4817.377939999999,42403.2928,43695.5693,22203.0988,42393.84153,RE-10,904,IT-3,29803,27838.707000000002,17629,13303,1486,-16.7210231212806
5237,16225.9545,10239.59378,41633.07193,46342.5578,28617.1392,18842.694,RE-5,2954,IT-A,41444,22989.997000000003,7454,12944,1411,-12.364100799750199
4621,13422.3662,23802.98982,11334.134890000001,60938.5709,32303.5868,33881.01958,RE-D,764,IT-7,48564,23642.142000000003,8511,14496,1630,1.4524299118397743
4511,6588.4389,26146.66964,31296.262010000002,31581.0859,45809.7337,24566.119740000002,RE-7,1068,IT-E,49429,24830.819,1679,22689,1380,-3.9124306421413726
6242,8741.0295,35205.856719999996,16427.88542,40717.5406,45167.8496,10114.90552,RE-7,611,IT-A,45452,,4421,14069,2162,20.78827071997255
4656,8013.3035,5066.23736,10533.364520000001,38437.4937,25379.2074,24671.49702,RE-7,2962,IT-10,52574,22569.801,25593,10420,1073,-14.96591444934562
4780,9401.0877,5352.91868,44275.59454,35363.2895,57262.1796,24427.863530000002,RE-3,613,IT-C,66390,36451.1,12561,14791,1825,32.732353798206894
5622,12468.7844,2816.48536,61111.1577,56127.4602,38190.4194,34971.24269,RE-B,705,IT-10,54534,32869.167,30579,16609,1605,43.823676251471404
3314,6499.2131,24335.81361,36887.03085,47489.9365,15036.8349,26246.0537,RE-4,3127,IT-E,60757,25698.218999999997,13452,10984,1068,-7.646049917542598
4863,16941.5497,34858.33456,52949.7266,50386.8383,34354.0312,28639.06578,RE-B,3647,IT-11,66407,29796.748,24384,15619,1819,71.5318691842477
3794,12683.8589,37227.99767,40813.870460000006,35111.0404,30574.642000000003,32028.69106,RE-C,2546,IT-11,13205,35574.942,18718,17080,1461,13.60985035943067
2803,13593.261999999999,9148.85946,11819.78962,24563.5905,49124.047999999995,28028.46293,RE-10,452,IT-C,15830,27495.871,28084,24964,1569,6.291523813232183
4362,16821.1489,26760.02062,23734.56769,49154.755,26046.1703,41856.625530000005,RE-D,4637,IT-9,52846,28391.312,3592,14832,1311,11.868593948068742
5045,10935.4668,15057.0681,48096.1463,36153.4494,48147.833,33974.36886,RE-E,1629,IT-D,39937,40360.22,23672,8679,1045,12.985770643825855
5627,18562.7752,1459.34257,58107.76764,62189.758,40264.8811,27410.23047,RE-D,4548,IT-9,73611,,27577,17492,1325,35.87062890896019
4938,14469.2105,17733.21162,61219.99252000001,47789.7023,32252.9609,36491.796969999996,RE-8,3557,IT-C,44068,35603.958,12352,19756,1970,57.02838049662319
6030,3701.9409,42739.85626,44115.270130000004,58615.6053,28650.1234,40160.68972,RE-4,2317,IT-F,70570,22253.38,25370,13302,1367,10.692542101500253
3419,4133.657,38968.26776,56143.00706,49181.803,23262.3589,21180.924219999997,RE-11,2673,IT-E,51567,,10734,13470,1226,-18.515992691184344
5611,10868.0281,30298.456830000003,48802.649000000005,66997.8768,16076.0167,23612.20719,RE-8,4325,IT-B,51665,,11125,11395,1072,-23.341731539733573
5937,13454.8996,16760.26169,56292.67589,40734.4735,23038.8413,32043.83245,RE-8,2042,IT-D,49125,27953.898999999998,14094,21712,1703,19.150048707880586
6191,5519.5342,1137.9352,42300.088039999995,66704.0662,20543.2019,26738.43265,RE-9,4530,IT-0,93092,31584.95,7295,18921,1029,-5.714499769900928
3064,7727.5845,5428.56546,21920.297140000002,62538.5621,20890.4939,28996.31154,RE-A,875,IT-7,34059,37700.418,16064,11723,1220,17.64632121108136
1326,12957.143,17324.66198,10421.11018,34463.3404,40410.3224,29294.181760000003,RE-C,4599,IT-11,31852,34387.386,18478,16558,1345,2.977349033485837
6800,11665.6787,27926.99223,41135.67845,53427.5022,47002.0026,43818.284360000005,RE-4,4570,IT-11,52520,26274.27,14400,14713,1497,34.18802761583353
5652,10355.6901,38170.677130000004,30749.119389999996,36469.6848,30167.1312,19901.89432,RE-11,2806,IT-2,24656,21177.293999999998,20997,19573,1730,0.7038311685378353
3619,12006.4743,6633.13447,61446.31972000001,28298.8532,54189.1537,20820.163230000002,RE-8,4802,IT-2,42910,23160.803,611,19136,1677,-7.047150935387855
8065,8896.6324,1006.29031,41865.60755,56010.9628,42326.2639,21697.40596,RE-2,3793,IT-2,28954,31911.616,24309,14058,1372,-24.015703565792705
6084,8051.8582,28135.13667,47857.725360000004,51472.4406,31562.0297,31602.75803,RE-4,4664,IT-D,57182,21686.803,25019,13170,1843,20.015643188867344
7718,9251.9671,36298.663239999994,46110.26874,34740.8175,19610.4855,47862.230639999994,RE-0,3849,IT-B,60961,34818.7,34431,12350,1142,30.66414822263045
5969,12085.3845,6904.93682,27847.6174,44221.6903,25424.2069,36172.90385,RE-C,4479,IT-2,23262,28457.202,28287,11937,917,-40.334389659283055
7416,6863.7026,11609.098890000001,21167.19575,59656.1497,11928.2628,38059.53998,RE-E,2132,IT-6,30085,28761.112,8232,11429,1321,-41.77290250551727
3760,6074.5615,29920.67361,40278.98118,46351.1985,35851.2887,2014.96768,RE-6,1042,IT-6,60891,25933.272,22352,4857,1508,-26.986519562739957
3891,17823.6623,13620.299990000001,27216.555269999997,16343.0918,17852.6232,33083.56662,RE-3,3106,IT-A,39493,,10583,17663,1492,-2.7164882361645417
6128,2953.1574,31750.97919,57178.2936,42307.9131,36198.1674,36398.56194,RE-10,2502,IT-0,40036,44301.587999999996,23426,27060,1621,36.79763945237492
5465,5459.1864,19361.98682,45500.804000000004,51956.4872,45950.7674,28881.29991,RE-6,4859,IT-12,43249,30756.479,16707,11247,1391,-23.37475454500545
4946,14226.431999999999,25732.62209,60992.687320000005,24094.9603,39297.9579,30021.24636,RE-7,4593,IT-A,59179,25062.082000000002,8654,8830,1210,209.64344911530839
2832,9942.185,37782.46642,60910.525389999995,33101.6436,49565.8285,37052.72656,RE-6,3289,IT-10,54954,28438.375,12251,19329,1716,55.38930233446286
6076,10223.2775,27002.61588,60917.86756,24686.1594,46760.3733,32195.73047,RE-2,4282,IT-6,50327,27968.947,24505,18758,1102,22.14906692872239
7067,17479.0198,2247.7060100000003,12291.48574,55468.0922,28789.2405,36433.8071,RE-E,4959,IT-4,44764,20471.576,21388,18869,1133,-11.723913550837768
2831,2555.755,37492.167069999996,61172.96105,34259.4245,30418.4739,17429.1039,RE-B,3823,IT-1,24017,21335.466,29179,14520,1541,-27.97701383569599
5450,17388.545,39691.22754,54159.53327000001,68209.7503,38889.9578,26346.03415,RE-9,568,IT-A,31049,26151.421000000002,24931,9339,1444,-2.0889265925087432
7493,4799.9571,35651.20721,14059.555180000001,27240.6254,43401.1577,39028.50934,RE-6,4331,IT-D,71050,24930.462000000003,24063,15116,1200,23.38824793918857
2584,7357.7936,43639.31973,14725.88693,60165.2509,46704.6337,32268.1891,RE-7,2223,IT-3,65357,25810.341,13837,8377,1479,7.3852584817462015
3761,4629.3144,3745.26472,38947.48564,45862.3482,34496.1085,37012.39178,RE-E,4020,IT-7,20958,,17588,12832,1118,-48.832530400334996
5982,10497.2183,33732.1894,11568.5935,63366.6337,50470.0925,32741.50095,RE-4,2066,IT-2,72916,27471.007999999998,14393,13377,1362,19.414221894784387
2894,17391.0115,5523.74237,23726.99225,54645.8644,11834.3172,41602.216,RE-5,1072,IT-C,40354,26125.6,34143,25591,1194,16.348511843481223
8226,9806.9085,35463.808039999996,45375.03853,76212.3765,52458.7877,37152.99365,RE-2,1704,IT-11,31864,34322.534,4196,8838,1242,-3.826413119734516
5600,10856.6108,14338.928080000002,20697.676030000002,51728.9377,46156.1116,29656.080860000002,RE-D,4655,IT-11,37842,34815.157999999996,18420,14190,1460,-64.60983776161098
5203,10392.1088,28755.56751,54183.57105,27722.4075,37766.1613,23000.95313,RE-11,3953,IT-1,75534,37633.337999999996,13434,14829,1350,21.890921012131532
5677,5794.2907,26535.94366,1499.93455,65943.4298,50385.6465,27002.276719999998,RE-E,4022,IT-3,28520,18582.664,30676,11051,1298,-54.237666895201464
3958,9481.9043,6952.50135,50618.43943,21749.3532,41343.5527,40290.86888,RE-F,3670,IT-7,80130,,13739,13712,1307,39.35212739965552
2942,17178.8594,2537.6686600000003,2822.23877,29151.0159,25906.9568,37673.3334,RE-F,4393,IT-A,43976,28847.242000000002,12648,13481,1620,24.766144521621808
5975,8230.6067,21121.6295,23418.21577,52675.6904,13057.7722,27182.538889999996,RE-A,4416,IT-12,42792,16884.905,19108,13405,1487,15.020610703180894
5535,15831.0478,16006.218980000001,33077.770580000004,35796.108,36036.2765,30303.54678,RE-9,3811,IT-F,37066,,17693,7757,1063,-21.116224618611373
5726,12059.0333,16263.45129,18824.45374,25342.7817,43403.5795,28499.67205,RE-0,1718,IT-F,23691,28254.456000000002,17577,13572,1661,3.7422847474826963
3092,12080.8454,8388.13062,27343.48192,42937.7994,33904.0753,16121.609880000002,RE-11,3441,IT-3,44989,,12637,13495,1536,-6.373815303332506
4571,4638.3352,22385.37651,22618.84494,68017.0234,41393.3494,41478.54027,RE-11,2638,IT-12,48845,27169.951,32228,15275,1558,24.88666564208058
3080,6474.3318,23049.37643,42846.20996,45407.5841,52799.6295,26760.7233,RE-8,3172,IT-B,52654,25675.197999999997,25646,12042,1206,-23.403413895441147
5286,12883.7155,41063.94305,42057.47947,42535.0602,37310.6091,30118.83498,RE-7,2313,IT-2,47800,33185.302,6412,16827,1326,22.9021512089687
3028,7501.5396,37702.16014,34950.64471,44649.4161,18900.4648,26882.16912,RE-5,4236,IT-7,53174,36997.401,30580,15722,1357,32.900887362049744
4722,3014.4145,26066.81134,22615.15239,46244.9997,38117.679,26500.75969,RE-6,2506,IT-5,42674,28444.942000000003,30320,13667,1526,-6.975438828506137
4627,5457.4135,34531.44429,60326.36357,67723.9968,29316.2884,14305.374780000002,RE-11,1318,IT-1,43784,16535.87,26629,18643,1706,-20.370705728478654
4091,1220.7730000000001,8917.14635,27355.625969999997,47846.240999999995,23081.7234,6469.31846,RE-4,4278,IT-2,55900,33718.081,25360,14184,1184,-36.365516120742356
5918,3258.078,34164.679489999995,44263.46688,44496.4,33419.7972,20383.747,RE-7,4135,IT-C,8032,23324.627999999997,25588,11224,1048,-53.630701254916104
4806,5110.9933,5475.70363,29476.967230000002,31194.1943,30116.962000000003,24685.55884,RE-4,1905,IT-13,55419,34358.263,9400,17472,1090,0.48548743496144103
6385,4896.7669,13692.13364,15568.707680000001,44008.9417,31942.4441,13218.92292,RE-E,2576,IT-11,44638,20723.15,19104,21746,1482,-6.59446089904888
5183,5985.9573,30185.81905,49192.17899,34678.1622,29560.7512,27663.239569999998,RE-5,1236,IT-F,26505,34737.593,9642,10087,567,-43.3871790912208
2961,15104.0331,29454.223260000002,49239.1828,34130.0945,43013.0857,9079.67028,RE-6,4931,IT-8,36095,18133.431,8046,5986,1322,-37.28531667062561
5001,13758.3882,18103.30621,1121.19104,52800.8366,50514.4461,35140.14833,RE-B,4745,IT-1,35715,30796.041,16779,15407,1418,10.422711856037386
6287,9086.5529,40123.17325,30985.069069999998,61197.7,32425.7762,36277.47717,RE-D,434,IT-A,45752,16523.265,6688,14832,1334,-21.611633263493424
8917,5192.3352,32498.33263,19926.88535,33855.1127,45271.4952,29072.109439999997,RE-2,2590,IT-10,76746,34072.006,24895,10250,1373,4.6241618848634864
3861,16347.485,29284.303239999997,33592.075710000005,37275.4439,39109.7316,25112.444330000002,RE-B,3811,IT-6,34268,23009.642000000003,6455,15312,1255,-16.28759671243538
3924,9463.3682,11170.28306,10251.74295,25867.3276,32694.1455,38534.86253,RE-4,1398,IT-3,63065,21095.352000000003,3760,10101,1590,-2.212479099468398
4531,17518.7155,28988.786780000002,30135.68179,51192.4894,50739.2318,36513.65662,RE-E,4333,IT-12,45214,27086.104,7477,18810,1305,33.790228687850735
5818,16190.0142,28131.418339999997,42880.99928,40644.6707,32865.0267,40352.72963,RE-B,3237,IT-0,39515,25418.859,395,17417,1262,-7.884770814091309
5197,12540.1771,8294.10261,56061.86734,42782.4768,35226.0033,40148.455969999995,RE-8,1270,IT-7,27069,17373.817,32775,9477,1456,-10.730636890506126
4611,17862.1278,19162.74115,47476.886289999995,47137.8922,47260.4409,30135.05311,RE-5,2728,IT-0,55522,21989.316000000003,16372,18580,1449,212.18674110316758
4467,9434.7348,16126.60453,18552.93526,35669.0312,52128.9722,31910.58061,RE-2,3387,IT-E,26628,26467.171000000002,1852,24982,1753,44.842714544438934
4882,17563.4326,41714.11664,58877.537110000005,44816.7182,33826.1721,46660.40962,RE-1,4131,IT-2,40353,,18561,18295,1649,35.23717040940573
2607,8049.5553,7171.316999999999,31045.10619,44379.2192,37861.7765,32201.8879,RE-0,971,IT-1,42895,13781.24,32558,19165,1324,-21.548922719430614
8522,1444.3723,2990.76788,28487.5045,44703.3812,28824.6468,39905.44173,RE-8,3224,IT-3,74209,24629.235,32622,15149,1065,-14.518030228944387
7740,14199.7766,17270.384,34140.1709,30779.1365,18091.177,38526.34632,RE-E,3933,IT-7,20006,,15450,16796,1335,3.411166463882888
4627,14086.2978,27829.2948,19821.085619999998,43155.1426,40549.3842,17300.06995,RE-8,2140,IT-A,45804,25041.931,7142,21071,1861,25.08187244995974
5211,4376.2625,38689.092619999996,7234.79882,61365.0318,33116.9984,30000.234860000004,RE-10,4397,IT-C,34884,38916.622,14928,14539,1953,-505.9719335001886
5134,12418.8212,9319.343659999999,17074.0774,28869.4415,28007.2838,20931.06195,RE-8,2539,IT-C,62445,36148.081,12744,23126,1697,50.49067205531361
5494,3013.6802,22075.61775,13477.3551,21359.9497,22721.6687,33774.5697,RE-5,3961,IT-F,59934,28061.244,1784,18724,1582,8.85273065996181
7338,7643.3437,8727.36768,22774.57765,38043.0963,17458.1984,27862.581769999997,RE-A,1547,IT-F,36378,,10291,13337,1137,-7.671657775061688
6917,15782.4709,31900.18373,40802.06035,54278.4545,42655.375,30955.371639999998,RE-F,2388,IT-12,25904,23807.287999999997,31348,23067,1639,58.66302341966938
2999,18518.492,39274.74254,1945.30058,42692.7646,50346.6009,30998.32166,RE-3,4451,IT-F,57668,20871.475,7313,17313,902,41.19746466549385
4431,6657.3542,12951.59491,30901.72485,36986.1139,41460.0482,23776.46335,RE-D,3636,IT-2,39012,18780.606,23523,10721,1592,-24.75167682591585
4632,3507.784,4083.8228700000004,25575.61872,43658.0317,26580.0923,35645.56915,RE-C,488,IT-F,12859,24409.674,14007,17098,1815,-11.359422721852102
2126,16289.1557,41000.42795,24148.064459999998,40690.7303,35437.1908,33328.97307,RE-11,1083,IT-C,22896,20760.436999999998,34204,13445,1809,29.851042846463
6545,10269.5089,24866.30669,17907.10411,60516.3161,68044.4124,38706.41484,RE-6,3561,IT-13,55525,28138.786,27045,8807,1192,26.62848129691585
6159,2286.2957,3828.37425,53917.88792000001,55988.2357,39771.4325,20479.175580000003,RE-3,3586,IT-E,47545,31253.484,11535,15926,964,-38.91617549971856
3000,7420.3944,11603.036559999999,48950.35249,42729.3543,47064.1361,34457.81383,RE-9,1528,IT-4,68660,26659.914,30564,12947,1270,10.804162528714823
3240,17150.6985,12461.84482,27318.96033,35298.399,17634.8581,42074.92383,RE-1,428,IT-4,51588,23599.139,26963,11516,1385,8.354952943290638
5544,3676.6952,39665.42241,28560.81813,47381.3327,40039.1317,31354.70495,RE-0,2843,IT-2,36339,24414.2,27161,9930,1275,-21.883066213483147
4270,11803.5268,18173.62014,20396.80882,67627.8347,26884.1121,45849.632560000005,RE-8,3727,IT-4,19115,27281.922000000002,17359,10423,1480,-17.80821783109176
5788,13534.4367,4044.29753,43565.07727,34735.1738,33744.251000000004,15829.23794,RE-4,1562,IT-0,20050,29721.57,8133,19525,1459,-21.4747795709993
6067,15284.5071,34700.44956,55690.242179999994,29557.885,35996.1135,33745.2557,RE-F,1886,IT-8,39860,18911.258,32140,13433,1509,19.35310360651758
5306,11333.1732,42539.85153,49884.3277,57351.8178,35251.6592,22305.19798,RE-B,2509,IT-C,27804,29109.436,14093,22794,1628,15.157397312055966
5015,5313.715,11955.37514,24060.4847,44315.9379,37460.2337,29485.067860000003,RE-D,3701,IT-7,38728,31597.349,32662,18029,1117,-16.401042415107696
4451,17486.372,16033.381269999998,40027.33822,46477.46599999999,27494.3285,45749.502539999994,RE-10,4777,IT-A,41093,23204.237999999998,32277,12997,1447,25.30277199344137
3020,7319.4373,20935.278019999998,45423.89011,6776.2769,36869.4942,18233.79954,RE-7,4276,IT-0,48239,30111.9,18942,28082,1416,14.40084076551926
5147,12918.3111,17340.410030000003,35224.25819,53087.3347,18644.1563,26642.39489,RE-11,1402,IT-1,47615,22012.577,8064,15818,1502,-0.6304320306177507
4970,4378.7308,13903.30861,28014.018630000002,49862.4852,28988.5619,33957.723210000004,RE-4,1892,IT-10,64521,28185.484,27451,7558,1764,19.34202856911359
4097,5179.0868,30042.379419999997,50825.398,32281.6972,13978.7631,26817.26691,RE-9,2305,IT-12,18759,21036.148999999998,14157,20889,1465,9.886757385660774
5903,1306.9484,15526.101319999998,48809.77095,29240.5408,43758.5271,28595.419639999996,RE-8,3490,IT-0,44394,30106.722,7610,11782,1319,-45.97902598739292
5399,7572.0842,23682.28586,41525.55846,46394.1701,44916.1641,36433.15762,RE-B,878,IT-C,70250,28492.714,25322,17833,1324,29.46724819508632
3578,8893.6392,37573.03669,8484.321240000001,49114.825,36233.5907,39035.74564,RE-E,1983,IT-9,48430,25162.295,7387,16672,1645,15.61639198159134
4471,7713.1055,5192.98121,42972.776,30695.4089,8957.4788,20343.75824,RE-E,3439,IT-7,18223,,18608,14361,703,-59.312134306784
4044,6261.3245,20528.23143,37925.50703,47562.4719,47554.028,45673.31445,RE-4,3904,IT-12,63330,27300.968999999997,6870,9636,1311,12.219827226364552
3245,10007.4524,13058.178670000001,8365.61861,38221.4067,9553.1663,33764.19667,RE-A,4704,IT-0,72771,23155.09,8171,22788,1752,2.031762434896056
5985,17009.6453,7056.096409999999,8563.25134,45471.7492,33396.52,30339.047239999996,RE-2,3077,IT-5,38918,34759.072,34566,19397,1473,6.488067180518348
5967,8416.5391,3908.3446299999996,7169.86352,32168.3936,36711.4452,50732.60735,RE-7,3933,IT-12,48084,25218.584,16241,18586,1605,38.350330788814894
7126,12912.8261,11710.076000000001,14040.128859999999,75113.8454,25804.2071,43296.63669,RE-B,1291,IT-5,70733,27458.52,31533,18970,1410,24.441184844937393
6168,1186.9575,4181.76668,37162.530210000004,43654.990999999995,40089.0893,37826.780139999995,RE-A,4171,IT-13,53008,16016.302,10120,3081,1623,-15.487556993573437
8074,18003.2983,42857.52185,44853.83865,38518.7877,37390.9813,30488.670510000004,RE-7,3148,IT-1,45819,30100.373,6657,21192,1169,14.743365930180108
7221,11868.0108,20074.30846,60402.00222,79288.0,43208.6325,23978.93912,RE-7,2069,IT-E,38923,21110.346,14656,17449,1373,-17.948865403832837
5126,18613.1894,34147.734260000005,6954.736790000001,65126.1255,36715.3279,19772.77403,RE-10,4624,IT-12,70248,31325.855,9897,9951,1497,32.152224951968385
4300,14822.3462,6405.432470000001,40022.07142,39928.4609,13513.5955,40786.17842,RE-A,719,IT-E,21862,23151.282000000003,7005,17734,1325,-14.431388387711493
7026,7952.4524,31894.68494,38430.322889999996,56170.2694,21401.0224,31618.63182,RE-9,632,IT-8,55295,21600.042999999998,32797,19480,1205,-29.357069148522182
4831,2258.6229,32709.600489999997,23280.86177,57172.8687,53395.1829,43515.93904,RE-C,1204,IT-11,57049,25223.107999999997,18832,17292,1708,34.94818426523613
3734,6562.838000000001,26435.304030000003,19520.630930000003,41604.6758,26509.4414,23681.21313,RE-A,1235,IT-8,52097,19925.699,30668,26280,1097,-6.16932596419927
5581,10517.3999,29541.19406,20590.060980000002,56594.9543,39605.7691,28950.242239999996,RE-0,4557,IT-3,31826,21268.732999999997,18438,21544,1158,-33.7433748977134
3323,1604.1853,24578.64331,57208.065370000004,57549.8859,33853.153,29972.32235,RE-3,2453,IT-3,35645,38351.866,1470,18912,1103,714.0510191836238
4723,11851.0222,23769.6594,49797.208139999995,42242.0562,32876.0845,18416.15439,RE-10,1333,IT-2,56485,26905.071,30114,11840,1149,-13.946476132490295
5267,1816.1488,4271.86696,31056.24037,47232.8446,30644.6151,50625.087530000004,RE-2,798,IT-2,48350,,28625,11541,1621,6.849549801267622
